UniqueID,disbursed_amount,asset_cost,ltv,branch_id,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,Employee_code_ID,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,SEC.NO.OF.ACCTS,SEC.ACTIVE.ACCTS,SEC.OVERDUE.ACCTS,SEC.CURRENT.BALANCE,SEC.SANCTIONED.AMOUNT,SEC.DISBURSED.AMOUNT,PRIMARY.INSTAL.AMT,SEC.INSTAL.AMT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,AVERAGE.ACCT.AGE,CREDIT.HISTORY.LENGTH,NO.OF_INQUIRIES,loan_default
635184,43746,97487,46.25,8,18170,51,5580,24-03-95,Salaried,11-08-18,3,659,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
724361,73741,110528,70.55,103,24525,120,7250,19-05-85,Self employed,17-10-18,7,3494,1,1,0,0,0,0,612,H-Medium Risk,3,2,2,20464,44000,44000,0,0,0,0,0,0,0,0,0,1,2yrs 5mon,3yrs 7mon,0,0
561695,45695,64762,73.75,36,24255,48,6647,05-06-94,Self employed,20-09-18,13,2398,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
650630,63384,79198,82.67,152,23535,86,6049,28-02-94,Salaried,24-10-18,3,1014,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
550911,54415,69182,80.92,67,22045,86,1514,26-08-90,Salaried,11-10-18,6,40,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
637177,32186,53664,61.56,18,14234,86,2699,19-07-87,Salaried,09-10-18,4,418,1,1,0,0,0,0,549,J-High Risk,20,10,0,650474,834060,834060,0,0,0,0,0,0,2862,0,2,0,1yrs 4mon,4yrs 3mon,0,0
564450,77253,95089,83.05,2,18450,86,1743,01-06-97,Salaried,28-09-18,4,3378,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
583073,47851,61997,78.98,159,23137,86,7213,01-01-65,Self employed,12-09-18,7,1078,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
670568,47751,65928,74.29,67,22775,120,1446,01-01-74,Self employed,27-09-18,6,1256,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
675425,82378,106906,79.47,1,23004,86,5094,01-01-67,Self employed,29-10-18,3,290,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
640673,76081,132796,58.73,9,22887,120,5430,05-06-93,Self employed,12-10-18,3,2756,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
564403,58355,82995,74.64,8,18309,86,5529,08-04-87,Salaried,28-10-18,3,3147,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
687921,60025,80085,78.65,202,23323,86,782,01-01-89,Self employed,20-09-18,18,2234,1,1,0,0,0,0,366,K-High Risk,1,1,1,76150,107000,107000,0,0,0,0,0,0,3385,0,0,0,1yrs 3mon,1yrs 3mon,0,1
553532,53705,73280,74.98,67,22045,86,1509,01-01-88,Self employed,14-08-18,6,40,1,0,0,1,0,0,795,B-Very Low Risk,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 8mon,1yrs 1mon,0,0
603013,40712,70873,59.99,29,15354,51,5896,20-04-84,Self employed,16-08-18,3,1733,1,1,0,0,1,0,738,C-Very Low Risk,2,2,0,7999,26299,26299,0,0,0,0,0,0,0,0,1,0,0yrs 5mon,0yrs 8mon,0,0
539416,49705,113196,44.77,36,23659,48,6563,01-01-62,Salaried,17-08-18,13,724,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
658386,60349,68321,89.88,48,24349,45,6345,03-05-65,Self employed,03-10-18,5,3135,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
748837,55191,71997,79.2,61,15894,86,1347,01-05-67,Salaried,30-09-18,6,2941,1,1,0,0,0,0,679,F-Low Risk,2,2,0,73726,80186,80186,0,0,0,0,0,0,0,0,1,0,0yrs 2mon,0yrs 4mon,0,1
690215,46371,67383,72.71,165,21054,45,6499,17-06-94,Self employed,11-08-18,5,42,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
679842,61949,78419,81.69,152,23122,45,6137,01-01-83,Self employed,26-10-18,3,271,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
553736,52593,63898,84.95,67,16694,86,1468,02-12-74,Self employed,29-08-18,6,2096,1,1,0,0,0,0,627,H-Medium Risk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2yrs 6mon,2yrs 6mon,0,1
715917,60215,77689,78.57,162,16555,51,1871,10-10-92,Salaried,23-10-18,4,2862,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
700894,53251,64008,89.13,5,14145,86,3327,28-04-91,Self employed,21-08-18,9,841,1,1,0,1,0,0,14,Not Scored: Only a Guarantor,2,1,0,379,172000,172000,0,0,0,0,0,0,0,0,0,0,1yrs 3mon,1yrs 8mon,1,0
734746,50745,73606,71.91,36,21949,86,6648,21-03-96,Self employed,04-09-18,13,2461,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
691657,66421,91007,74.38,43,23905,48,3981,12-06-80,Salaried,28-09-18,8,2814,1,1,0,0,0,0,600,I-Medium Risk,6,2,0,22500,24800,24800,1,1,0,168286,151716,151716,0,0,2,0,0yrs 10mon,1yrs 8mon,0,0
547256,44897,57641,79.74,97,15777,45,1113,01-01-69,Self employed,19-09-18,6,2887,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
586457,52305,78451,67.47,2,22684,86,1651,27-10-87,Salaried,29-10-18,4,225,1,1,0,0,0,0,300,M-Very High Risk,2,1,2,163147,154000,154000,0,0,0,0,0,0,190170,0,0,0,2yrs 2mon,3yrs 4mon,1,0
654432,53080,74328,74.0,7,14734,45,5806,01-01-81,Self employed,25-10-18,3,2504,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
627416,57515,70021,84.31,162,15805,86,1862,11-06-84,Self employed,23-10-18,4,1054,1,1,0,0,0,0,547,J-High Risk,6,1,3,100200,100200,100200,0,0,0,0,0,0,126405,0,0,0,4yrs 5mon,7yrs 5mon,0,1
727031,80508,104945,80.11,1,18388,86,5099,01-01-88,Self employed,23-10-18,3,1805,1,0,0,1,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 9mon,0yrs 9mon,0,0
707860,45351,54263,84.78,147,17501,45,2790,09-12-92,Self employed,25-09-18,2,1082,1,0,0,0,1,0,708,D-Very Low Risk,5,4,0,9956,39796,39796,0,0,0,0,0,0,2446,0,2,0,0yrs 6mon,0yrs 10mon,0,0
692329,49305,66656,75.95,67,16565,45,1511,03-07-90,Salaried,24-10-18,6,1071,1,1,0,0,0,0,694,E-Low Risk,3,2,0,12905,20839,20839,0,0,0,0,0,0,14,0,2,0,0yrs 6mon,1yrs 1mon,0,0
558666,46747,72675,66.9,120,22304,45,6927,01-01-87,Self employed,04-09-18,12,845,1,1,0,0,0,0,607,H-Medium Risk,2,2,1,137868,132900,132900,0,0,0,0,0,0,0,0,1,0,2yrs 9mon,5yrs 6mon,0,0
565171,41796,70838,60.72,67,22986,86,1450,02-06-76,Salaried,30-09-18,6,2600,1,1,0,0,0,0,702,E-Low Risk,3,1,0,463205,573644,573644,0,0,0,0,0,0,0,0,0,0,2yrs 1mon,3yrs 1mon,0,0
569531,52305,75501,70.17,2,15097,86,2377,29-04-85,Salaried,30-09-18,4,1490,1,1,0,0,0,0,596,I-Medium Risk,4,3,0,569442,621000,619261,0,0,0,0,0,0,4984,0,0,1,1yrs 2mon,1yrs 8mon,0,0
650624,68171,127022,55.02,11,23138,48,6013,01-01-89,Self employed,25-10-18,3,2114,1,1,0,0,0,0,653,F-Low Risk,1,1,0,21794,45000,45000,0,0,0,0,0,0,0,0,0,0,0yrs 10mon,0yrs 10mon,0,0
614540,49351,68899,72.61,207,23546,86,907,01-01-86,Self employed,24-10-18,6,3551,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
536650,69094,108836,64.47,138,17408,51,3328,01-06-86,Salaried,27-09-18,9,2690,1,1,1,0,0,0,680,F-Low Risk,5,4,0,75940,99809,99809,0,0,0,0,0,0,0,0,2,0,0yrs 6mon,1yrs 0mon,1,0
681662,56761,90608,64.01,48,23737,51,6276,01-01-88,Self employed,07-08-18,5,444,1,1,0,0,0,0,401,K-High Risk,3,1,1,28765,30000,30000,0,0,0,0,0,0,1478,0,0,1,1yrs 6mon,3yrs 0mon,0,1
561401,53124,72116,75.63,251,20514,45,6863,01-10-89,Salaried,07-09-18,13,2290,1,0,0,1,0,0,608,H-Medium Risk,4,1,0,561983,600000,600000,0,0,0,0,0,0,36647,0,0,1,1yrs 8mon,2yrs 7mon,0,1
678708,65176,77998,85.03,2,22998,86,1642,30-04-97,Salaried,29-09-18,4,484,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
726184,53080,68935,79.76,3,21413,51,81,23-12-96,Self employed,25-09-18,1,1422,1,0,1,0,1,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
648633,63949,74388,87.37,1,22056,45,4936,01-01-68,Salaried,27-10-18,3,1398,1,1,0,0,0,0,710,D-Very Low Risk,2,1,0,21990,21990,21990,0,0,0,0,0,0,4692,0,1,0,0yrs 3mon,0yrs 7mon,1,0
550537,47351,91820,52.25,2,22769,86,2386,26-05-76,Salaried,04-10-18,4,536,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
752106,63465,78507,82.05,16,14305,86,2940,01-01-74,Self employed,29-10-18,17,2002,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
656725,37241,73370,51.46,65,23854,86,6852,01-01-96,Self employed,26-10-18,13,797,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
642216,81735,112341,73.88,18,22601,48,2713,01-07-65,Self employed,17-10-18,4,1161,1,0,0,0,1,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
646112,69185,112097,66.04,36,21251,48,6643,01-08-94,Salaried,14-09-18,13,1130,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
675538,61065,81715,79.58,138,14723,51,3320,30-10-93,Salaried,31-10-18,9,1676,1,0,0,1,0,0,560,J-High Risk,4,4,0,260057,391040,317869,0,0,0,0,0,0,0,0,1,1,0yrs 9mon,1yrs 6mon,0,0
674412,46851,65379,72.61,14,24001,86,820,01-03-70,Salaried,30-10-18,15,2596,1,1,0,0,0,0,808,A-Very Low Risk,3,2,0,245959,267000,267000,0,0,0,0,0,0,13659,0,1,0,0yrs 8mon,1yrs 2mon,3,0
544124,46951,96884,50.1,120,23428,48,6924,07-01-97,Self employed,07-09-18,12,695,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
696836,95116,167023,59.22,34,23610,67,978,10-07-64,Self employed,03-08-18,6,1639,1,1,0,0,0,0,699,E-Low Risk,3,1,0,6874,46620,46620,0,0,0,0,0,0,2331,0,0,1,1yrs 10mon,2yrs 1mon,0,1
590608,46147,71421,67.37,152,15617,45,4919,27-01-96,Salaried,21-08-18,3,457,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
717372,51005,67160,77.47,61,15919,45,1325,26-08-69,Self employed,25-10-18,6,2208,1,1,0,0,0,0,300,M-Very High Risk,7,2,4,116289,181989,181989,0,0,0,0,0,0,3021,0,0,0,5yrs 3mon,11yrs 8mon,0,0
663094,47147,65983,74.26,103,23394,120,7258,01-01-78,Self employed,19-09-18,7,2885,1,1,0,0,0,0,343,L-Very High Risk,3,3,1,170851,189000,189000,0,0,0,0,0,0,3420,0,2,1,0yrs 6mon,0yrs 10mon,0,1
642147,44851,61787,74.4,105,22999,86,1244,03-02-61,Salaried,30-08-18,6,352,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
762000,57906,97897,60.19,36,24250,48,6692,01-01-96,Self employed,29-10-18,13,2542,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
634661,56261,74700,77.69,146,17921,86,2953,09-04-83,Salaried,19-10-18,14,2708,1,1,0,0,0,0,674,F-Low Risk,20,12,0,247481,498167,457472,0,0,0,0,0,0,22708,0,10,0,0yrs 5mon,1yrs 6mon,2,0
537065,50245,60908,85.0,67,18532,45,1519,01-08-91,Salaried,31-08-18,6,970,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
672709,63485,76194,84.98,2,14834,86,2378,07-06-94,Salaried,04-09-18,4,488,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
649580,63149,72166,89.43,64,16199,86,3460,01-01-85,Self employed,23-10-18,9,655,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
648510,56261,71598,79.65,42,23153,45,5233,13-04-96,Self employed,24-10-18,3,917,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
705473,60449,77637,79.87,10,22842,86,5704,26-09-91,Self employed,24-10-18,3,133,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
682159,44547,60406,76.14,67,22703,86,1465,17-06-76,Salaried,20-08-18,6,2652,1,1,0,0,0,0,488,K-High Risk,1,1,1,1631410,1750000,1750000,0,0,0,0,0,0,16888,0,0,1,3yrs 1mon,3yrs 1mon,0,0
760959,54761,66790,83.84,159,23137,86,7210,01-01-89,Self employed,30-09-18,7,1078,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
558992,53305,64721,85.02,20,14004,86,6161,02-04-90,Salaried,31-08-18,5,1325,1,1,0,0,0,0,758,C-Very Low Risk,5,3,0,22350,39840,39840,0,0,0,0,0,0,0,0,3,0,1yrs 1mon,3yrs 0mon,0,0
699857,49850,65089,78.32,61,16016,86,1357,01-06-82,Salaried,24-10-18,6,1411,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,945,0,0,0,0yrs 8mon,0yrs 8mon,0,0
635540,50278,67262,76.51,63,17412,45,7100,01-01-97,Salaried,22-09-18,10,95,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
743157,58355,69756,88.96,104,20690,86,7125,01-01-73,Self employed,23-10-18,10,1112,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
760546,53805,72205,76.21,5,15642,120,3363,03-04-84,Salaried,17-09-18,9,2983,1,1,0,1,0,0,300,M-Very High Risk,5,2,1,78317,163000,163000,0,0,0,0,0,0,11887,0,0,0,1yrs 9mon,2yrs 10mon,0,0
737138,73819,102489,73.14,159,23584,51,7188,01-01-82,Self employed,25-10-18,7,210,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
644821,71819,97104,76.18,146,17921,86,2953,16-03-90,Salaried,03-08-18,14,1887,1,1,0,0,0,0,570,J-High Risk,8,5,2,475098,692049,692049,0,0,0,0,0,0,17963,0,3,1,0yrs 9mon,1yrs 11mon,0,0
689808,70155,92449,79.36,260,24066,48,4157,30-05-86,Self employed,17-08-18,8,2797,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,0,0,0,0,0,0,0,0,0,0,0,2060,0,0,0,0yrs 3mon,0yrs 3mon,0,0
587175,51505,68249,77.31,67,16605,120,1510,04-04-75,Self employed,24-09-18,6,2828,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
735175,34360,63140,58.67,3,16167,45,87,04-12-79,Salaried,13-08-18,1,630,1,1,1,0,0,0,718,D-Very Low Risk,6,5,0,6252897,6756814,6435097,0,0,0,0,0,0,52641,0,1,1,3yrs 1mon,9yrs 1mon,0,1
588759,54176,69482,79.07,136,23384,86,3696,25-11-86,Self employed,21-08-18,8,2022,1,1,0,0,0,0,300,M-Very High Risk,11,1,1,18743,40000,40000,0,0,0,0,0,0,10799,0,0,1,1yrs 2mon,2yrs 0mon,0,0
704720,46351,64103,73.28,2,22293,45,1674,18-07-72,Self employed,21-08-18,4,2186,1,1,0,0,0,0,643,G-Low Risk,4,3,0,897004,1045000,1045000,0,0,0,0,0,0,42888,0,0,0,1yrs 0mon,2yrs 1mon,0,0
645222,42696,66730,66.66,16,21980,86,2943,09-06-97,Self employed,29-08-18,17,2909,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
576064,70819,130450,55.97,120,18534,120,6921,26-12-89,Self employed,29-09-18,12,69,1,0,1,1,0,0,628,H-Medium Risk,1,1,0,154473,219000,219000,0,0,0,0,0,0,5046,0,0,0,7yrs 1mon,7yrs 1mon,1,0
590346,55245,65744,89.7,70,16760,45,2401,22-08-71,Self employed,10-09-18,4,825,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
652717,39891,63397,64.58,78,17014,45,2062,01-06-61,Self employed,30-08-18,4,329,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
710738,36441,60338,62.98,68,16609,45,928,10-12-85,Self employed,12-09-18,6,448,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
604832,48905,67561,74.93,65,22644,86,6821,07-11-70,Self employed,20-09-18,13,1478,1,0,0,1,0,0,663,F-Low Risk,1,1,0,6499,0,0,0,0,0,0,0,0,0,0,0,0,7yrs 1mon,7yrs 1mon,0,0
690140,35681,68673,55.42,11,23984,45,6014,28-03-91,Self employed,29-08-18,3,2879,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
600273,71819,105017,70.53,103,20576,51,6978,04-03-96,Self employed,24-08-18,7,2771,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
632359,68519,94773,74.21,251,23899,48,6855,31-10-89,Salaried,11-09-18,13,694,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
613133,66884,112817,60.25,42,23730,51,5339,13-06-79,Self employed,31-10-18,3,167,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
654994,51305,69770,74.52,3,14112,45,27,15-01-85,Salaried,27-10-18,1,3478,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,6973,9299,9299,0,0,0,0,0,0,0,0,1,0,0yrs 0mon,0yrs 0mon,0,0
620562,60715,74317,84.14,3,17431,86,551,07-01-88,Salaried,20-10-18,15,639,1,1,0,0,0,0,300,M-Very High Risk,3,2,1,11582,50582,50582,0,0,0,0,0,0,1065,0,0,1,0yrs 10mon,1yrs 5mon,1,0
752054,37015,69800,54.53,63,24419,86,7103,19-08-86,Salaried,24-10-18,10,3026,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
657845,36441,73492,50.4,9,12441,45,5425,02-03-96,Self employed,08-10-18,3,1282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
592065,74753,103924,74.03,42,23116,49,5367,05-08-84,Self employed,17-10-18,3,167,1,1,0,0,0,0,681,E-Low Risk,3,3,0,346932,353572,353572,0,0,0,0,0,0,0,0,3,0,0yrs 1mon,0yrs 4mon,4,0
639004,70842,85617,84.77,13,18486,86,4715,13-03-82,Salaried,29-10-18,8,499,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
616541,57061,78320,76.68,3,22992,45,571,20-05-82,Salaried,10-08-18,15,311,1,1,0,0,0,0,386,K-High Risk,22,6,7,3114707,3393867,3394231,0,0,0,0,0,0,31782,0,1,0,3yrs 1mon,8yrs 9mon,0,0
658832,47451,66661,73.1,67,22727,45,1429,01-06-88,Salaried,21-10-18,6,752,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
