client_id,DIR,Age,NumLoans,NumRealEstateLoans,NumDependents,Num30-59Delinquencies,Num60-89Delinquencies,Income,BalanceToCreditLimit,Delinquent90
208,0.129531,39.2,5,0,2,0,0,6710.291695,0.157397,0
209,0.431242,48.4,15,3,0,0,0,4174.204884,0.087185,0
210,0.30915,32,18,1,0,0,0,7556.074262,0.067438,0
211,0.588993,64.1,19,2,0,1,0,5793.147014,0.442781,0
212,0.289101,41.1,5,2,0,0,0,5030.563528,0.071157,0
213,0.261478,76.4,5,1,0,0,0,2827.319907,0.045853,0
214,0.357763,63.2,12,1,3,0,0,3800.332357,0.133543,0
215,3354.477039,63.6,12,2,0,0,0,0,0.073825,0
216,0.369435,32,8,3,0,0,0,10745.940548,0.057979,0
217,0,55,0,0,0,0,0,3213.435659,1.001324,0
218,3942.037922,47.3,7,2,0,1,0,,0.159564,0
219,4071.209748,46.3,5,2,0,1,0,,0,0
220,0.582241,69.4,30,1,0,1,0,5955.388659,0.212206,0
221,0,83.8,4,0,0,0,0,9797.287302,1.002431,0
222,801.430427,68.1,14,1,0,0,0,,0.001384,0
223,0,77.7,2,0,0,0,0,,1.001068,0
224,0.365656,48.4,9,1,0,1,0,6548.808107,0.04513,0
225,0.189499,48.1,4,1,3,0,0,19103.664339,0.471646,0
226,0.244832,67.7,9,0,0,0,0,2713.419477,0.018975,0
227,1.126411,49.1,11,3,1,0,0,4777.732117,0.250029,0
228,0.249912,53.5,7,1,0,1,0,3691.726049,0.985344,0
229,0.034169,63.4,6,0,0,0,0,2002.246024,0.140901,0
230,0.6909,47.3,14,3,0,0,0,8200.502331,0.219326,0
231,0.313207,51.5,7,0,0,0,0,2818.53306,0.806963,0
232,3107.664028,44.4,6,2,0,0,0,,0.102033,0
233,0.504928,41.2,9,1,2,1,0,5739.654203,0.327649,0
234,102.605678,25,9,0,,1,0,,0.207646,0
235,491.459583,63.5,6,0,0,0,0,,0.065204,0
236,0.289124,35.1,4,0,0,0,1,2517.153901,0.265878,0
237,1268.870296,74.5,5,1,0,0,0,,0.110642,0
238,0.412315,65.2,15,2,1,0,0,3106.074678,0.295795,0
239,0.106135,39.3,8,0,2,1,0,4350.35207,0.074541,0
240,622.482603,57.4,14,1,0,0,0,,0.000947,0
241,0.004201,84.7,3,0,0,0,0,3349.881489,0.015937,0
242,424.695273,78.7,4,1,0,3,0,,0.889663,1
243,0.31493,65.2,4,3,0,0,0,15954.647997,0.215096,0
244,0.310192,66.6,17,2,0,0,0,8034.991455,0.01203,0
245,0.00059,69.6,6,0,0,0,0,8539.113957,0.001746,0
246,0.171722,46.1,8,2,0,0,0,5032.430856,0.047437,0
247,0.710139,35.3,10,2,0,0,0,5046.632089,0.173162,0
248,1.056823,63.1,4,2,0,0,0,2108.933616,0,0
249,1619.673295,67.2,5,1,0,0,0,,0.006115,0
250,2061.162395,60.2,23,1,3,0,0,,0.006127,0
251,0.244095,55,5,1,0,0,0,4761.945744,0.543593,0
252,0.360867,37.3,10,0,0,1,1,2003.101552,1.008836,1
253,0.000601,68.2,9,0,0,0,0,10092.500771,0.004233,0
254,0.378296,47.4,19,2,0,0,0,5202.121563,0.00085,0
255,0.133217,55.4,5,1,1,0,0,11613.087724,0.315128,0
256,0.005912,72.2,5,0,0,0,0,10531.592453,0.022949,0
257,879.126018,56.1,6,1,0,0,0,,0.020889,0
258,863.500311,73.4,16,1,0,0,0,,0.001389,0
259,0.277942,60.3,18,2,0,1,0,7532.689667,0.00908,0
260,0.121987,60.5,8,1,1,0,0,15351.575149,0.021651,0
261,0.413813,64.1,7,3,0,0,0,4231.022166,0.407097,0
262,0.35922,48,9,2,0,0,0,14747.929237,0.073878,0
263,2.184163,32.2,6,2,2,1,1,903.661854,1.004227,0
264,0.315333,52.2,13,3,2,0,0,10873.308575,0.014061,0
265,0.000595,93.9,3,0,0,0,0,8510.645169,0.002008,0
266,1348.920222,62,3,1,0,0,0,,0.080894,0
267,0.142771,77.7,17,1,0,0,0,7000.750289,0.024064,0
268,0.244101,47.1,11,1,2,0,0,7289.456882,0,0
269,0.222775,39.2,5,1,1,0,0,10099.163604,1.000315,0
270,2778.853695,58.5,5,1,0,0,0,,0.000664,0
271,1.570584,67.3,8,0,0,2,0,1413.875378,0.440122,0
272,0.324708,53.2,9,2,0,0,0,9360.561065,0.659808,0
273,1902.036984,43.1,12,2,0,0,0,0,0.401555,0
274,0.241207,50.3,13,1,3,0,0,23092.877352,0.073871,0
275,0.004901,90.8,14,0,0,0,0,10524.124013,0.025604,0
276,0.009872,49.3,2,0,0,0,0,5012.169356,0.035088,0
277,0.33642,57.6,6,1,0,0,0,6275.216945,0.100528,0
278,0.163473,51.4,6,1,0,1,0,8390.209924,0.076793,0
279,0.356098,37,4,0,2,0,0,6503.93571,0.966259,0
280,0.875639,49.3,5,1,0,0,0,3510.85275,0.047542,0
281,0.162635,35.1,4,0,1,0,0,3638.533712,1.008632,0
282,0.907198,43.3,4,1,4,0,0,1211.506388,0,0
283,0.494302,78.5,14,1,0,0,0,3004.602146,0.064703,0
284,0.001457,38.2,6,0,0,1,0,5519.058182,0.009274,0
285,0.211542,31.3,8,0,0,0,0,2516.971775,0.10598,0
286,0.320499,47.2,8,1,0,2,0,4440.547554,0,0
287,1058.460173,55.3,6,1,0,0,0,,0.021717,0
288,0.624873,33.1,9,1,0,0,0,4528.365839,0.796014,0
289,1713.74512,32.2,6,1,0,0,0,,0.5046,0
290,475.678252,41,6,0,0,1,0,0,0.037882,0
291,940.844559,50.2,6,1,3,0,0,,0.114112,0
292,0.176601,28.2,4,1,0,0,0,4796.686936,1.008146,0
293,1.004144,49.2,6,2,0,0,0,2918.665677,1.005858,1
294,80.631243,66.5,2,0,0,0,0,,1.009,0
295,0.242624,67.6,15,3,0,3,4,14160.947732,0.659171,1
296,2946.207248,48.2,8,1,0,0,0,,0.053293,0
297,0.325953,58.1,8,0,0,0,0,1906.38172,0.758129,0
298,4176.150218,56.3,27,0,0,0,0,,0.886105,0
299,2.753368,57.3,16,2,0,0,0,1255.624274,0.606504,0
300,0.146884,30.1,4,0,1,0,1,5836.074496,0.675829,0
301,1869.625509,55.5,9,2,0,0,0,,0,0
302,0.522493,55.4,6,1,2,0,0,2859.610629,1.002601,0
303,91.303749,67.1,4,0,,0,0,,0.054837,0
304,0.131896,74,5,1,0,0,0,4781.888648,0,0
305,0.298687,40.3,5,1,0,0,0,6036.798395,0.059129,0
306,0.496287,78.5,15,4,0,0,0,8215.237849,0.017053,0
307,1.134488,49.2,12,2,3,2,0,3715.484683,0.809412,0
308,0.544748,42.4,12,2,3,0,0,6056.191914,0.165009,0
309,0.43923,45.1,8,2,1,0,0,11407.810451,0.004708,0
310,0.415491,49.5,14,1,3,0,0,9477.762799,0.342221,0
311,0.160131,80,10,1,0,0,0,8225.96036,0.077891,0
312,0.361896,57.4,21,2,1,0,0,10851.438829,0.14593,1
313,0.214032,66.2,18,1,0,0,0,8307.849367,0.106319,0
314,0.004703,74.4,2,0,0,0,0,3013.172921,0.039272,0
315,0.308889,55.3,6,1,2,0,0,11268.036493,0.523081,0
316,1412.059278,81.7,14,0,0,0,0,,0.500937,0
317,1686.979948,48.1,17,2,0,0,0,,0.040232,0
318,0.181479,45.1,3,0,2,0,0,3700.851193,0.068093,0
319,0.237312,65.4,10,1,0,0,0,8688.432357,0.730324,0
320,0.822523,45,24,4,1,0,0,4073.732723,0.123134,0
321,1288.274207,61.5,1,1,0,0,0,,1.006306,1
322,573.240744,52.1,3,0,0,0,0,,1.007822,0
323,0.395555,36.1,6,1,0,0,0,5445.124253,0.107546,0
324,0.004578,34.2,1,0,0,0,0,6629.56387,0.203227,0
325,0.007485,52.2,1,0,0,0,0,2557.401924,0.066191,0
326,0.01019,75.5,6,0,0,0,0,5730.262327,0.084341,0
327,0.054619,45.3,9,1,0,0,0,10071.572831,0.174028,0
328,3.006711,76,8,0,0,0,0,,0.001538,0
329,0.360715,35.3,12,2,5,0,0,12064.244189,0.26165,0
330,0.089092,41.2,9,0,0,0,0,10066.108948,0.000579,0
331,0.414191,52.4,7,2,0,1,0,7828.321733,0,0
332,1077.94556,62.1,18,1,0,0,0,,0.017562,0
333,10.67105,52.1,5,2,7,0,0,201.032891,0.000808,0
334,2.776068,53.4,7,1,3,0,0,1051.535845,0.868305,0
335,6085.265307,31.1,19,5,2,0,0,,1.006844,0
336,0.140986,30.1,6,0,0,2,1,3026.625859,0.656937,0
337,0,54,6,0,0,0,0,12558.741351,0,0
338,0.953747,70.2,21,2,2,0,0,6027.779127,0.833174,0
339,0.09902,36.1,3,0,2,0,0,4251.757006,0.659098,0
340,0.431359,56,14,2,0,0,0,18505.720362,0.561475,0
341,0.091579,46,9,0,0,0,0,6036.454314,0.017094,0
342,0.756234,49.1,13,3,0,0,0,7241.591325,0.512155,0
343,0.19616,35.1,5,0,4,0,0,7236.976773,0.230215,0
344,0.361749,44.2,10,2,1,0,0,14591.317989,0.056425,0
345,0.297988,42.3,6,2,0,0,0,10250.005636,1.005035,0
346,0.28774,27.1,5,0,0,0,0,2113.487853,0.531193,0
347,0.087282,56.4,6,0,1,0,0,11760.722448,0,0
348,0.221547,29.2,4,0,2,0,0,3472.627588,0.447251,0
349,0.042063,33.3,4,0,0,0,0,6350.084441,0.090083,0
350,1.32348,32.2,7,2,0,0,0,1455.21199,0.933704,1
351,34.278125,82.6,5,0,0,0,0,,0.028119,0
352,0.064266,41.1,2,0,5,1,0,6208.049082,1.004443,1
353,0.198638,26.1,4,0,1,1,0,1134.258326,0.977772,0
354,0.101469,52.1,4,0,1,0,1,13059.062627,0.190486,0
355,0.056957,52.4,1,0,2,0,1,7991.75867,1.00567,1
356,265.24666,60.2,7,0,0,0,0,,0.126928,0
357,0.052834,80.1,6,0,0,0,0,5015.612146,0.019887,0
358,0.010857,57.2,3,0,1,0,0,9501.926394,0.129475,0
359,0.037301,68.1,2,0,0,1,1,4036.148084,2.151319,1
360,0.773712,62.1,13,1,0,0,0,1843.35886,0.052131,0
361,0.438314,45.1,5,1,4,0,0,4333.706906,0.112365,0
362,1.066154,61.5,13,3,0,0,0,3563.672027,0.095956,0
363,0.120401,54.1,6,1,0,0,0,7185.1209,0.01838,0
364,0.086597,23,3,0,1,0,0,3529.539816,1.004783,0
365,12.079042,72.3,2,0,0,0,0,,0.019988,0
366,0.025186,42.4,2,0,0,1,0,1008.006865,0.429283,0
367,0.608101,41.4,10,2,0,0,0,5507.261888,0.542304,0
368,0.722085,32.3,6,1,0,0,0,2509.586607,0.10313,0
369,0.579397,40.1,10,1,0,0,0,5812.399391,0.727591,0
370,0.009271,54.1,9,0,2,1,0,5027.72691,0.023841,0
371,1.118276,40.2,5,1,2,1,0,1611.550502,1.000267,0
372,0.106274,74.1,10,0,0,0,0,5843.93067,0.044599,0
373,0.0003,51.4,3,0,1,0,0,6758.533801,0.003236,0
374,0.295036,64.2,8,2,1,0,0,7350.843121,0.209804,0
375,2217.053516,58.5,9,1,2,0,0,,0.011632,0
376,0.51859,44.2,14,6,0,1,2,12868.490826,0.842486,0
377,0.458992,29.1,7,0,0,0,0,2146.44049,0.835076,0
378,0.030038,54.5,8,0,0,0,0,1003.991688,0.020157,0
379,0.006028,24,1,0,0,0,0,1003.350372,0,0
380,0.165901,66.6,14,2,0,0,0,7615.920381,0.049058,0
381,0.196789,62,6,1,0,0,0,6386.173528,0.165391,0
382,0.680841,39.2,12,2,2,0,0,5704.642049,0.292741,0
383,0.050968,69.4,6,0,0,0,0,4042.883703,0.016521,0
384,0.394506,53.2,9,1,2,0,0,7319.686332,0.048428,1
385,0.538053,31.1,13,2,0,0,0,9013.839097,0.786899,0
386,0.544104,53.2,7,1,2,0,0,9682.800561,0.995252,0
387,0.001734,27.2,3,0,0,0,0,5226.623261,0.057828,0
388,0.321474,72.4,9,1,0,0,0,2918.713687,0.125441,0
389,0.29721,31.2,7,1,0,0,0,6864.634577,0.271468,0
390,0.336406,41.2,9,1,1,0,0,8572.718864,1.000932,0
391,3183.010261,52.4,11,1,3,0,0,,0.269421,0
392,0.025722,35.1,8,0,0,0,0,3829.953299,0.063489,0
393,0.691577,39.2,5,1,1,0,0,4938.559162,0,0
394,0.121051,64.2,8,1,1,0,0,12530.876073,0.255869,0
395,0.007966,70.7,8,0,0,0,0,12258.839582,0.026072,0
396,0.072266,66.6,4,0,1,0,0,3363.447572,0.217392,0
397,0.223905,61.4,7,1,0,0,0,4810.710417,0.222449,0
398,0.004928,54.3,6,0,2,0,0,13130.589734,0.035505,0
399,0.366949,30.2,4,0,0,0,0,2330.892842,0.13456,0
400,1.820083,51.2,5,3,0,0,0,2503.121381,0.87175,0
401,0.349527,51.2,4,1,0,1,0,6010.411854,1.076554,0
402,0.014021,24.1,6,0,1,0,0,2522.147245,0.307695,0
403,0.766869,69,12,1,0,0,0,2241.217568,0.070505,0
404,0.276121,45.4,6,0,2,0,0,6810.110979,0.458594,0
405,0,25.1,1,0,0,0,0,500.967805,1.001514,0
406,0.227282,42.4,8,3,2,0,0,25007.176118,0.447491,0
407,0.976402,63.6,15,3,0,0,0,8424.602928,0.316697,0
408,0.006036,21.2,2,0,0,1,0,2009.970654,1.004555,0
409,0.085427,53.3,9,0,3,0,0,5874.418757,0.083407,0
410,0.207092,50.5,13,1,0,0,0,9910.949493,0.03655,0
411,29.061213,34.2,2,0,0,0,0,,0.053336,0
412,0.105721,61.4,9,1,2,0,0,9672.524181,0.004288,0
413,0.123202,74.7,7,0,0,0,0,547.006587,0.039719,0
414,2049.63604,62.2,15,2,0,0,0,,0,0
415,0.511799,54.4,30,1,0,0,0,4801.780295,0.324847,0
416,0.031138,42.3,2,0,0,0,0,1564.326559,0.269419,0
417,0.107507,39,8,0,0,1,1,3225.041891,0.784329,0
418,0,76.4,3,0,0,0,0,2013.958413,0,0
419,2123.797461,63.5,6,1,0,0,0,,0.109486,0
420,0.2755,53.4,6,2,3,0,1,8339.941476,0.754979,0
421,0.513527,31.1,6,1,1,0,0,4318.257266,0.532769,0
